SeqName	Description	GO IDs	Enzyme Codes
plot1_0000027110_3	hypothetical protein		
plot1_0000627729_3	---NA---		
plot30_0000040256_2	catalase/peroxidase HPI	F:GO:0004096; P:GO:0006979; F:GO:0020037; P:GO:0042744; F:GO:0046872; P:GO:0055114; P:GO:0098869	EC:1.11.1.7; EC:1.11.1.6
plot1_0000664233_2	hypothetical protein DMD96_18335		
plot30_0000038248_6	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000494421_2	hypothetical protein DMF54_12495	F:GO:0004252; P:GO:0006508	
plot1_0000439887_3	hypothetical protein		
plot1_0000644985_3	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0047121; P:GO:0055114	EC:1.3.99.16
plot1_0000300592_2	TRAP transporter substrate-binding protein	P:GO:0055085	
plot30_0000268338_3	epoxide hydrolase	C:GO:0016021; F:GO:0018786; F:GO:0033961	EC:3.3.2.9; EC:3.8.1.5
plot36_0000237590_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot36_0000470871_1	extracellular solute-binding protein		
plot30_0000091234_3	CHRD domain-containing protein		
plot1_0000016395_8	hypothetical protein DME59_04995		
plot30_0000107818_4	nuclear transport factor 2 family protein		
plot1_0000578797_1	hypothetical protein DMG10_12880	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot1_0000641871_1	alcohol dehydrogenase (cytochrome c)	F:GO:0052934; P:GO:0055114	EC:1.1.2.8
plot1_0000542181_1	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000001359_5	hypothetical protein DRQ13_11295, partial	C:GO:0016021	
plot1_0000000021_135	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0003779; F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot36_0000483851_2	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot30_0000528353_2	aldehyde dehydrogenase	F:GO:0016491; P:GO:0055114	
plot6_0000185308_2	hypothetical protein		
plot1_0000053115_7	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
plot6_0000003405_15	hypothetical protein DMF83_15575	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000401343_2	photosystem reaction center subunit H		
plot6_0000013956_6	copper oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
plot1_0000176066_2	peptide synthetase		
plot1_0000189231_1	hypothetical protein DRQ13_11295, partial	C:GO:0016020; C:GO:0016021	
plot36_0000092927_1	hypothetical protein DMF87_25510		
plot36_0000071773_5	SDR family oxidoreductase	F:GO:0016491; P:GO:0055114	
plot1_0000555076_5	lipocalin-like domain-containing protein		
plot30_0000314502_1	DUF4394 domain-containing protein	F:GO:0005509	
plot1_0000011559_2	DUF1259 domain-containing protein		
plot30_0000130896_4	group 1 truncated hemoglobin	P:GO:0015671; F:GO:0019825; F:GO:0020037	
plot30_0000017996_3	branched-chain amino acid transport system substrate-binding protein		
plot30_0000165263_4	formylglycine-generating enzyme family protein	P:GO:0007165	
plot30_0000002162_34	hypothetical protein DME02_06825		
plot30_0000017156_3	---NA---		
plot30_0000267674_2	Glucose dehydrogenase, PQQ-dependent	F:GO:0016614	
plot1_0000014583_2	extracellular solute-binding protein	P:GO:0008643	
plot1_0000002469_9	ABC transporter permease		
plot30_0000679357_2	glyoxalase		
plot30_0000085547_2	hypothetical protein SAMN02745126_00707	C:GO:0016020	
plot30_0000034035_5	cytochrome C-binding protein	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot6_0000106338_2	hypothetical protein	C:GO:0016020; C:GO:0016021	
plot1_0000117420_3	pili assembly chaperone	C:GO:0016020	
plot1_0000625479_4	choline dehydrogenase	C:GO:0016020; F:GO:0016491	
plot30_0000339867_5	TIGR03118 family protein	F:GO:0003824	
plot36_0000375248_2	glycosyl hydrolase	F:GO:0016787	
plot36_0000450174_2	amidohydrolase	F:GO:0016787	
plot1_0000246304_2	hypothetical protein DME03_19680		
plot36_0000149481_2	4-hydroxybenzoyl-CoA reductase subunit alpha	F:GO:0018525; P:GO:0055114	EC:1.3.7.9
plot1_0000094664_5	carboxypeptidase regulatory-like domain-containing protein	F:GO:0030246	
plot30_0000488379_1	MBL fold metallo-hydrolase	C:GO:0016020	
plot30_0000084198_3	dienelactone hydrolase	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot30_0000056530_3	polyamine ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot6_0000076025_3	porin family protein	C:GO:0009279; C:GO:0016021; C:GO:0019867	
plot30_0000008964_11	rhodanese-like domain-containing protein	F:GO:0004792	
plot1_0000265390_4	phosphoribosyl transferase	P:GO:0009116; F:GO:0016740; F:GO:0016757	
plot1_0000410908_3	amidohydrolase	F:GO:0016787; F:GO:0016831	
plot1_0000047434_3	ornithine carbamoyltransferase	F:GO:0004585; C:GO:0005737; P:GO:0006591; F:GO:0016597	EC:2.1.3.3
plot1_0000000070_99	hypothetical protein DMG30_05920	C:GO:0016020; C:GO:0016021	
plot1_0000551043_1	carbohydrate porin	P:GO:0006810; C:GO:0016021	
plot30_0000541606_2	DUF1259 domain-containing protein		
plot1_0000151625_1	Cna protein B-type domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000100359_4	ABC transporter substrate-binding protein		
plot1_0000279406_1	extracellular solute-binding protein	P:GO:0008643	
plot30_0000556008_1	sugar-binding protein	C:GO:0005737	
plot36_0000199547_4	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000046568_5	amino acid ABC transporter substrate-binding protein	F:GO:0004970; C:GO:0016020; C:GO:0016021; P:GO:0035235	
plot6_0000171506_3	alpha/beta hydrolase	F:GO:0016740	
plot36_0000067220_8	alpha/beta hydrolase	F:GO:0016787	
plot1_0000158934_2	thiol oxidoreductase	F:GO:0005488	
plot30_0000058207_2	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot6_0000048449_6	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot30_0000279475_3	glycine/betaine ABC transporter substrate-binding protein	F:GO:0022857; C:GO:0043190; P:GO:0055085	
plot1_0000105992_5	peptide/nickel transport system substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000086662_2	50S ribosomal protein L7/L12	F:GO:0003735; C:GO:0005840; P:GO:0006412	
plot36_0000462250_2	hypothetical protein		
plot6_0000249518_2	anti-sigma factor antagonist	P:GO:0006355; F:GO:0045152	
plot30_0000450185_1	porin	C:GO:0016020	
plot30_0000417279_3	carboxymethylenebutenolidase	F:GO:0016787	
plot1_0000522682_1	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
plot1_0000112075_1	arylsulfatase	F:GO:0004065; F:GO:0004098; C:GO:0016021	EC:3.1.6.8; EC:3.1.6.1
plot30_0000047345_3	---NA---		
plot30_0000014768_2	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000069795_1	---NA---		
plot1_0000486406_3	DUF1259 domain-containing protein	C:GO:0016021	
plot30_0000016495_9	hypothetical protein DMD81_11705		
plot1_0000106938_2	MBL fold metallo-hydrolase	C:GO:0016020; C:GO:0016021; F:GO:0016787	
plot36_0000017424_7	40-residue YVTN family beta-propeller repeat-containing protein	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000460319_1	hypothetical protein DMG70_17510	F:GO:0003824	
plot30_0000648100_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000116797_3	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000624027_2	tripartite tricarboxylate transporter substrate binding protein		
plot1_0000503584_3	extracellular solute-binding protein	P:GO:0008643	
plot30_0000163502_6	hypothetical protein DMG18_13135	F:GO:0004462; F:GO:0046872	EC:4.4.1.5
plot1_0000563808_1	sorbosone dehydrogenase	F:GO:0003824	
plot1_0000448716_1	ABC transporter substrate-binding protein	C:GO:0016020; C:GO:0016021; C:GO:0043190; P:GO:0055085	
plot6_0000004207_10	C4-dicarboxylate ABC transporter substrate-binding protein		
plot1_0000005654_12	polysaccharide deacetylase	P:GO:0005975; F:GO:0016810	
plot36_0000064925_4	arylsulfatase	F:GO:0008484	
plot1_0000187149_1	arylsulfatase	F:GO:0008484	
plot1_0000031669_3	C-terminal binding protein	F:GO:0016616; F:GO:0051287; P:GO:0055114	
plot6_0000250870_2	PEP-CTERM sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot30_0000044113_12	aldehyde dehydrogenase	F:GO:0047121; P:GO:0055114	EC:1.3.99.16
plot30_0000177899_2	hypothetical protein		
plot6_0000158504_2	carbon-monoxide dehydrogenase large subunit	F:GO:0004854; F:GO:0005507; F:GO:0018492; F:GO:0030151; F:GO:0043885; P:GO:0055114	EC:1.2.99.2; EC:1.17.1; EC:1.2.7.4; EC:1.17.1.4
plot36_0000350275_1	hypothetical protein DMF50_07715, partial	F:GO:0004252; F:GO:0005509; P:GO:0006508; P:GO:0007155	
plot1_0000466951_2	tricarboxylate transporter		
plot36_0000131990_3	hypothetical protein DMF88_01170, partial	F:GO:0030246	
plot1_0000023915_11	dienelactone hydrolase family protein	C:GO:0016020	
plot1_0000373347_2	alcohol dehydrogenase (cytochrome c)	C:GO:0016020	
plot1_0000604463_1	chromate resistance protein		
plot1_0000000121_103	nucleoside-diphosphate kinase	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	EC:2.7.4.6
plot30_0000100760_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000150876_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000356882_2	ABC-type phosphate transport system, substrate-binding protein		
plot1_0000094955_2	hypothetical protein DMG76_00605		
plot6_0000264297_2	hypothetical protein DME03_22725, partial		
plot1_0000152655_3	cupin domain-containing protein		
plot6_0000245265_1	hypothetical protein DMG72_22675	C:GO:0016021	
plot1_0000001912_2	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot6_0000134106_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000034568_6	SgcJ/EcaC family oxidoreductase	F:GO:0051213; P:GO:0055114	
plot30_0000008262_14	DUF4331 domain-containing protein		
plot1_0000429074_1	tricarboxylate binding receptor		
plot6_0000022056_5	copper oxidase	F:GO:0005507	
plot1_0000279627_1	hypothetical protein DMD77_17050		
plot1_0000326488_4	thiol oxidoreductase-like protein	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000241356_4	DUF305 domain-containing protein		
plot30_0000698677_1	pili assembly chaperone	C:GO:0016020; C:GO:0016021	
plot30_0000536417_4	peptidoglycan-binding protein		
plot1_0000028822_6	hypothetical protein DMD89_32575		
plot30_0000440928_1	quinonprotein alcohol dehydrogenase	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot1_0000151852_5	amidohydrolase	F:GO:0016787	
plot1_0000084842_5	MBL fold metallo-hydrolase	F:GO:0016787	
plot1_0000007914_7	hypothetical protein DME00_32190		
plot1_0000112041_2	epoxide hydrolase	C:GO:0016021; F:GO:0018786; F:GO:0033961	EC:3.3.2.9; EC:3.8.1.5
plot30_0000084704_6	OmpA family protein	C:GO:0016020	
plot30_0000210215_2	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot30_0000076521_3	hypothetical protein ETSY2_30445		
plot30_0000429638_1	nitronate monooxygenase	F:GO:0018580; P:GO:0055114	EC:1.13.12.16; EC:1.13.12
plot6_0000211062_3	phosphoesterase	F:GO:0016788	
plot1_0000012262_11	lactoylglutathione lyase	F:GO:0004462; F:GO:0046872; F:GO:0051213; P:GO:0055114	EC:4.4.1.5
plot6_0000005478_8	Metallo-beta-lactamase superfamily protein	C:GO:0016020; C:GO:0016021	
plot36_0000015325_2	alpha/beta hydrolase	F:GO:0016787	
plot36_0000397090_2	gluconolactonase		
plot1_0000024318_1	RidA family protein		
plot1_0000165693_3	cytochrome C nitrite reductase		
plot30_0000035735_8	---NA---		
plot36_0000322856_1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000116684_4	dienelactone hydrolase	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot30_0000486165_2	TonB-dependent receptor	C:GO:0016020	
plot1_0000133826_8	DUF1259 domain-containing protein		
plot1_0000013672_6	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot6_0000023155_10	selenium-binding protein	F:GO:0008430	
plot1_0000674216_2	extracellular solute-binding protein	F:GO:0046872	
plot1_0000670375_2	amidohydrolase	F:GO:0016787	
plot30_0000538653_3	amidohydrolase	F:GO:0016810	
plot1_0000187303_2	N-acyl homoserine lactonase family protein	F:GO:0016787	
plot30_0000590095_2	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000006359_5	cytochrome C nitrite reductase		
plot36_0000366297_3	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot1_0000567049_2	carbohydrate ABC transporter substrate-binding protein	P:GO:0008643; C:GO:0016020; C:GO:0016021	
plot30_0000253338_3	hypothetical protein DMD86_16325, partial	F:GO:0004474; P:GO:0006097	EC:2.3.3.9
plot36_0000003537_12	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot36_0000005603_11	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot36_0000419401_1	extracellular solute-binding protein		
plot30_0000028714_8	arylsulfatase	F:GO:0008484	
plot30_0000004429_13	prepilin-type N-terminal cleavage/methylation domain-containing protein	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016020; C:GO:0016021	
plot1_0000028891_9	tripartite tricarboxylate transporter substrate binding protein		
plot36_0000009060_1	hypothetical protein DMF52_10525, partial	F:GO:0004252; F:GO:0005509; P:GO:0006508; P:GO:0007155; C:GO:0016020; C:GO:0016021	
plot1_0000060961_9	selenium-binding protein	F:GO:0008430	
plot30_0000464128_1	cytochrome c	C:GO:0005739; F:GO:0009055; P:GO:0018063; F:GO:0020037; P:GO:0042775; F:GO:0042802; C:GO:0070069; P:GO:2001056	
plot1_0000596078_2	methane monooxygenase	F:GO:0003677; F:GO:0004497; F:GO:0004803; P:GO:0006313; P:GO:0055114	
plot30_0000220968_4	DUF861 domain-containing protein		
plot36_0000214984_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000100824_5	maleylpyruvate isomerase family mycothiol-dependent enzyme	F:GO:0046872	
plot36_0000042917_5	cytochrome c family protein	F:GO:0005488; P:GO:0055114	
plot6_0000213935_2	pyrrolo-quinoline quinone		
plot30_0000030960_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000041873_10	FAA hydrolase family protein	F:GO:0003824	
plot1_0000212842_3	extracellular solute-binding protein	P:GO:0008643	
plot1_0000026915_9	catechol 1,2-dioxygenase	F:GO:0051213; P:GO:0055114	
plot30_0000000144_13	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot30_0000274964_3	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot30_0000185171_2	transporter substrate-binding domain-containing protein	F:GO:0004970; C:GO:0016020; P:GO:0035235	
plot30_0000327805_2	MBL fold metallo-hydrolase	C:GO:0016021; F:GO:0016787	
plot36_0000141538_3	TRAP transporter substrate-binding protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
plot1_0000055224_3	---NA---		
plot6_0000057779_4	M20/M25/M40 family metallo-hydrolase	F:GO:0016787	
plot1_0000305651_3	DUF4440 domain-containing protein	F:GO:0016853	
plot1_0000132808_4	type VI secretion system lipoprotein TssJ	C:GO:0016020; C:GO:0016021	
plot1_0000170158_4	hypothetical protein		
plot1_0000189517_3	porin family protein		
plot30_0000213414_3	ABC transporter permease		
plot1_0000061348_1	hypothetical protein ETSY1_15580	C:GO:0016020; C:GO:0016021	
plot36_0000005641_18	methionine synthase	F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259	EC:2.1.1.14
plot36_0000044836_6	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0016614	
plot1_0000691126_2	putative carbohydrate binding protein	F:GO:0005198; C:GO:0005576; C:GO:0009288; C:GO:0016020; C:GO:0016021; F:GO:0016798; P:GO:0071973	
plot36_0000066992_3	quinoprotein ethanol dehydrogenase	F:GO:0016614	
plot1_0000185613_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000024294_6	glucosamine-6-phosphate isomerase	F:GO:0004342; P:GO:0006044	EC:3.5.99.6
plot36_0000061238_1	hypothetical protein DMD95_11940	F:GO:0016787; F:GO:0016831	
plot30_0000531536_3	Outer membrane protein (porin)		
plot30_0000002851_31	hypothetical protein DCC71_18020		
plot1_0000002419_14	hypothetical protein AUI16_08520		
plot1_0000046510_2	heme-binding protein		
plot1_0000692184_2	lectin		
plot36_0000056177_5	pili assembly chaperone	C:GO:0016020	
plot30_0000173098_2	hypothetical protein A3I17_07270		
plot36_0000235171_4	3-oxoadipate enol-lactonase	P:GO:0042952; F:GO:0047570	EC:3.1.1.24; EC:3.1.1.1
plot30_0000225114_2	phosphate ABC transporter substrate-binding protein PstS	P:GO:0006817; P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000344268_5	gluconolaconase		
plot36_0000065214_1	amidohydrolase	F:GO:0016787; F:GO:0016831	
plot30_0000073910_4	putative 2-aminoethylphosphonate ABC transporter substrate-binding protein		
plot1_0000470299_2	membrane lipoprotein lipid attachment site	P:GO:0009228	
plot1_0000003697_11	TonB-dependent receptor	F:GO:0030246	
plot1_0000014311_3	outer membrane protein/peptidoglycan-associated (lipo)protein	C:GO:0016021	
plot1_0000001585_24	glucosamine-6-phosphate isomerase	F:GO:0004342; P:GO:0006044	EC:3.5.99.6
plot36_0000003850_14	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
plot1_0000006125_1	phosphate ABC transporter substrate-binding protein		
plot30_0000235368_3	DUF3455 domain-containing protein		
plot6_0000088350_4	DUF1579 domain-containing protein		
plot1_0000565923_1	phage tail protein		
plot30_0000063616_5	cupin domain-containing protein		
plot1_0000250221_1	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
plot1_0000070141_7	Predicted lipoprotein with conserved Yx(FWY)xxD motif		
plot1_0000151798_3	sorbosone dehydrogenase	F:GO:0003824	
plot30_0000166711_1	hypothetical protein		
plot1_0000044382_7	isochorismatase family protein	F:GO:0016787	
plot6_0000010125_10	carboxymethylenebutenolidase	F:GO:0016787	
plot1_0000199045_2	SMP-30/gluconolactonase/LRE family protein		
plot1_0000010077_6	ABC transporter substrate-binding protein		
plot1_0000165478_2	M20/M25/M40 family metallo-hydrolase	F:GO:0016787	
plot1_0000081638_6	transaldolase	F:GO:0004347; F:GO:0004801; C:GO:0005737; P:GO:0006094; P:GO:0006096; P:GO:0006098	EC:2.2.1.2; EC:5.3.1.9
plot30_0000024134_6	isocitrate dehydrogenase (NADP(+))	F:GO:0004450; P:GO:0006099; F:GO:0046872	EC:1.1.1.42
plot30_0000089240_7	DUF1134 domain-containing protein	C:GO:0016020; C:GO:0016021	
plot30_0000019709_2	decarboxylating 6-phosphogluconate dehydrogenase	F:GO:0004616; P:GO:0006098; F:GO:0050661; P:GO:0055114	EC:1.1.1.44
plot30_0000244778_2	VWA domain-containing protein		
plot1_0000204276_5	2-dehydro-3-deoxyglucarate aldolase	F:GO:0003824; F:GO:0046872	
plot1_0000426857_1	cytochrome c	F:GO:0046872	
plot30_0000000375_56	class II aldolase	F:GO:0008738; F:GO:0016829	
plot1_0000289460_3	bilirubin oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
plot1_0000021601_2	PEP-CTERM sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000101888_4	cysteine hydrolase	F:GO:0003824	
plot1_0000441911_2	gluconolactonase		
plot30_0000384079_2	glucosamine-6-phosphate isomerase	F:GO:0004342; P:GO:0006044	EC:3.5.99.6
plot30_0000036553_4	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000524518_1	right-handed parallel beta-helix repeat-containing protein		
plot30_0000039887_7	DUF4331 domain-containing protein		
plot1_0000176248_4	amidohydrolase family protein	F:GO:0016810	
plot30_0000016738_1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot30_0000078461_6	amino acid/amide ABC transporter substrate-binding protein, HAAT family	P:GO:0006865	
plot30_0000056027_3	hypothetical protein DME76_11790	C:GO:0016020; C:GO:0016021	
plot1_0000046870_6	acetamidase	F:GO:0016811	
plot36_0000469435_2	hypothetical protein DME03_11650		
plot36_0000091252_7	carbonic anhydrase	F:GO:0016829	
plot1_0000119750_6	glyoxalase	F:GO:0016829	
plot1_0000509522_4	dienelactone hydrolase family protein	F:GO:0016787	
plot36_0000027759_4	tripartite tricarboxylate transporter substrate binding protein BugD		
plot36_0000000924_14	---NA---		
plot6_0000059014_3	---NA---		
plot1_0000627258_3	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000186169_2	ABC transporter substrate-binding protein		
plot30_0000179067_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot6_0000259674_1	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000141400_4	MBL fold metallo-hydrolase	F:GO:0008270; F:GO:0008800; F:GO:0016787; P:GO:0017001	
plot30_0000064611_2	hypothetical protein DMF93_23965	F:GO:0004197; P:GO:0006508	
plot30_0000100208_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000014171_1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0006817	
plot1_0000030567_6	hypothetical protein AUI08_11065	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot1_0000171509_4	M4 family peptidase	F:GO:0008237	
plot1_0000266091_1	peptidase S8	F:GO:0004252; P:GO:0006508	EC:3.4.21
plot30_0000067039_2	heme-binding protein	F:GO:0016740	
plot1_0000153980_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000437512_2	aldo/keto reductase	F:GO:0016491; P:GO:0055114	
plot30_0000674349_2	ABC transporter substrate-binding protein		
plot1_0000566065_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot30_0000504815_2	ABC transporter substrate-binding protein		
plot30_0000380030_2	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
plot1_0000036658_5	alpha/beta fold hydrolase	F:GO:0016787	
plot30_0000043850_2	RidA family protein	F:GO:0016787	
plot1_0000455445_2	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
plot30_0000019262_10	Carboxymethylenebutenolidase	F:GO:0016787	
plot30_0000008456_15	peptide ABC transporter substrate-binding protein	C:GO:0016020	
plot1_0000117525_2	thiol oxidoreductase	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot36_0000257133_4	alpha/beta hydrolase	F:GO:0016740	
plot30_0000023189_10	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000077974_4	cytochrome C nitrite reductase		
plot30_0000615507_2	molybdate ABC transporter substrate-binding protein	P:GO:0015689; C:GO:0016020; F:GO:0046872	
plot6_0000186522_2	pyrrolo-quinoline quinone	C:GO:0016020; C:GO:0016021	
plot1_0000095863_4	---NA---		
plot1_0000200281_2	heme-binding protein		
plot1_0000085088_5	hypothetical protein A2W68_12645		
plot30_0000429348_1	ABC transporter substrate-binding protein	P:GO:0008643	
plot30_0000366055_2	hypothetical protein		
plot36_0000023570_1	hypothetical protein DMF72_00290		
plot30_0000046289_7	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016020; C:GO:0016021	
plot6_0000234470_2	right-handed parallel beta-helix repeat-containing protein		
plot30_0000150703_5	2-keto-3-deoxy-L-rhamnonate aldolase	F:GO:0003824	
plot1_0000081776_4	Predicted metal-dependent hydrolase, TIM-barrel fold	F:GO:0016787; F:GO:0016831	
plot30_0000090012_2	hypothetical protein COB68_12555		
plot36_0000076420_3	branched chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000093539_2	ABC transporter substrate-binding protein		
plot36_0000359610_1	putative malate synthase	F:GO:0004474; P:GO:0006097	EC:2.3.3.9
plot1_0000086397_2	MBL fold hydrolase	F:GO:0016787	
plot6_0000009777_6	heme peroxidase	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	
plot6_0000133630_5	nitrate ABC transporter permease	C:GO:0005886; C:GO:0016021; P:GO:0055085	
plot6_0000003631_12	branched-chain amino acid ABC transporter substrate-binding protein		
plot1_0000151330_2	ABC transporter substrate-binding protein		
plot30_0000384704_3	trypsin-like serine protease	F:GO:0004252; P:GO:0006508	EC:3.4.21
plot30_0000009502_6	bifunctional nicotinamidase/pyrazinamidase	F:GO:0003824	
plot1_0000003804_11	methionyl-tRNA formyltransferase	F:GO:0004479; P:GO:0006413; P:GO:0071951	EC:2.1.2.9
plot30_0000026566_7	amidohydrolase	F:GO:0003824	
plot1_0000010752_14	sorbosone dehydrogenase	F:GO:0003824	
plot30_0000029005_10	DUF1330 domain-containing protein		
plot36_0000147985_1	hypothetical protein DMD97_03860		
plot30_0000030933_4	sugar ABC transporter substrate-binding protein		
plot30_0000354317_1	DUF1330 domain-containing protein		
plot6_0000088107_3	heme-binding protein		
plot1_0000017960_2	hypothetical protein DME02_07900		
plot30_0000182949_1	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
plot6_0000308699_2	porin family protein	C:GO:0016021	
plot30_0000132431_5	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
plot30_0000536551_1	cysteine synthase A	F:GO:0004124; P:GO:0006535	EC:2.5.1.47
plot1_0000004096_14	OsmC family peroxiredoxin	F:GO:0004601; P:GO:0006979; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
plot30_0000367802_3	dehydrogenase		
plot36_0000003973_1	heme peroxidase	F:GO:0005488; P:GO:0050896	
plot1_0000723648_2	tripartite tricarboxylate transporter substrate binding protein		
plot30_0000025295_6	phosphoribosylaminoimidazolesuccinocarboxamide synthase	F:GO:0000166; P:GO:0006164; F:GO:0016874	
plot1_0000177150_2	peptidase M23		
plot1_0000000044_79	alpha/beta hydrolase	F:GO:0016787	
plot1_0000004897_16	gluconolactonase	F:GO:0016491; F:GO:0016787; P:GO:0055114	
plot1_0000003103_12	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot36_0000055921_3	hypothetical protein EHM89_09835		
plot30_0000018254_5	hypothetical protein AUH86_12135		
plot30_0000010441_10	tyrosinase family protein	F:GO:0004503; F:GO:0016491; P:GO:0055114	
plot1_0000011882_8	DUF4331 domain-containing protein		
plot30_0000094464_5	sugar ABC transporter substrate-binding protein		
plot1_0000681344_1	ABC transporter substrate-binding protein		
