SeqName	GO IDs
plot6_0000001431_7	
plot6_0000229863_4	C:GO:0030288; P:GO:0071468
plot1_0000251364_2	F:GO:0003824
plot6_0000036702_3	P:GO:0008643
plot30_0000005737_22	
plot36_0000202380_1	F:GO:0004061; C:GO:0016021; P:GO:0019441
plot1_0000262698_3	F:GO:0016491
plot30_0000021669_5	
plot30_0000023027_2	F:GO:0016705; F:GO:0016787; P:GO:0055114
plot30_0000073164_10	
plot30_0000412168_1	
plot36_0000084502_1	
plot1_0000000132_30	
plot1_0000608119_2	F:GO:0004553; C:GO:0005576; P:GO:0005975; P:GO:0006508; C:GO:0016020; C:GO:0016021; F:GO:0016740
plot30_0000027906_4	
plot6_0000107228_4	F:GO:0004866; F:GO:0005507; F:GO:0009055; P:GO:0010951; C:GO:0016020; C:GO:0016021; P:GO:0022900
plot36_0000045289_2	F:GO:0045735
plot30_0000197655_1	
plot1_0000005389_18	F:GO:0051213; P:GO:0055114
plot6_0000022016_7	C:GO:0016021
plot36_0000139277_6	
plot36_0000000451_12	
plot1_0000001963_11	P:GO:0015689; C:GO:0016020; C:GO:0016021
plot1_0000506532_2	C:GO:0043190; P:GO:0055085
plot1_0000011364_15	C:GO:0016020; C:GO:0016021
plot36_0000331139_1	
plot1_0000269639_4	F:GO:0033743; P:GO:0055114
plot36_0000080639_3	F:GO:0016787
plot30_0000068533_1	P:GO:0006508; P:GO:0007154; F:GO:0008234; C:GO:0016020; C:GO:0016021
plot30_0000380496_2	F:GO:0033961
plot30_0000040289_9	F:GO:0033961
plot1_0000649880_1	F:GO:0018492; P:GO:0055114
plot30_0000120035_2	F:GO:0016787
plot1_0000185349_1	F:GO:0016787
plot6_0000218167_1	C:GO:0043190; P:GO:0055085
plot30_0000198447_7	F:GO:0008270; F:GO:0016787
plot30_0000121704_6	F:GO:0016614; F:GO:0050660; P:GO:0055114
plot30_0000535984_2	F:GO:0004474; P:GO:0006097
plot30_0000220509_2	F:GO:0003796; P:GO:0009253; P:GO:0016998
plot36_0000424321_2	
plot36_0000116369_3	
plot1_0000246951_5	F:GO:0051213; P:GO:0055114
plot1_0000144390_3	P:GO:0006865
plot30_0000097386_3	
plot1_0000160343_2	F:GO:0003824
plot36_0000215972_3	C:GO:0030288; P:GO:0055085
plot1_0000367551_2	F:GO:0004061; P:GO:0019441
plot36_0000032252_10	
plot1_0000024234_5	C:GO:0043190; P:GO:0055085
plot36_0000407684_2	C:GO:0016020; F:GO:0016491; P:GO:0055114
plot30_0000002304_18	F:GO:0016787
plot30_0000152167_6	
plot1_0000067976_5	
plot1_0000263725_2	C:GO:0016020; C:GO:0016021
plot30_0000210013_2	C:GO:0005886
plot6_0000045423_2	F:GO:0016810
plot1_0000000119_74	
plot1_0000164199_2	
plot36_0000034906_4	C:GO:0019867
plot30_0000321145_2	F:GO:0016829; F:GO:0051213; P:GO:0055114
plot36_0000289267_1	
plot30_0000235753_4	
plot1_0000367217_3	P:GO:0006865
plot6_0000101347_1	
plot1_0000057709_3	C:GO:0016020; C:GO:0016021
plot6_0000112204_2	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot36_0000110553_5	
plot36_0000107128_2	
plot36_0000401823_3	
plot1_0000164803_5	C:GO:0016020; C:GO:0016021
plot6_0000136151_4	
plot30_0000115612_4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000017195_5	F:GO:0009055; P:GO:0022900; F:GO:0051536
plot1_0000713257_1	
plot6_0000158417_2	F:GO:0016787
plot1_0000119349_2	F:GO:0033961
plot1_0000584465_2	F:GO:0033961
plot36_0000040537_6	C:GO:0016021
plot30_0000064925_3	F:GO:0016787
plot30_0000145423_2	
plot6_0000017726_3	C:GO:0016020; C:GO:0016021
plot1_0000622350_2	
plot1_0000405266_3	F:GO:0016787
plot1_0000014121_2	F:GO:0016787
plot1_0000000293_55	
plot1_0000013127_5	
plot30_0000054040_5	F:GO:0003824
plot30_0000050619_3	
plot1_0000009132_11	F:GO:0004601; F:GO:0016787; P:GO:0098869
plot1_0000067039_7	F:GO:0016787
plot30_0000011375_14	
plot30_0000028261_9	
plot1_0000461493_3	
plot1_0000351930_2	F:GO:0003674; C:GO:0005575; P:GO:0008150
plot30_0000034805_4	F:GO:0005488; P:GO:0050896
plot36_0000002971_3	
plot6_0000046208_4	F:GO:0016491; P:GO:0055114
plot36_0000022882_6	
plot30_0000020919_9	C:GO:0016020
plot1_0000019977_6	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
plot1_0000082456_2	
plot1_0000001004_14	F:GO:0043885; P:GO:0055114
plot30_0000610226_3	
plot36_0000138377_5	
plot36_0000198452_2	
plot30_0000086581_4	F:GO:0016787
plot30_0000040040_4	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085
plot1_0000148300_4	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096
plot1_0000201170_1	F:GO:0016614
plot36_0000073342_3	P:GO:0000413; F:GO:0003755; P:GO:0006457
plot36_0000075201_3	C:GO:0016021
plot1_0000002112_7	F:GO:0016787
plot1_0000216793_3	
plot1_0000011061_10	F:GO:0004792
plot30_0000651055_1	C:GO:0016020; C:GO:0016021
plot36_0000181674_1	P:GO:0006817
plot30_0000209105_4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000155256_3	C:GO:0016020; C:GO:0016021
plot1_0000325957_2	F:GO:0004345; P:GO:0006006; P:GO:0006098; F:GO:0050661; P:GO:0055114
plot30_0000040616_3	F:GO:0033961
plot36_0000002992_16	P:GO:0000413; F:GO:0003755
plot30_0000251510_2	F:GO:0004034; P:GO:0019318; F:GO:0030246
plot1_0000377073_2	P:GO:0009987
plot30_0000031985_10	
plot6_0000275896_1	P:GO:0008643
plot1_0000187808_5	F:GO:0051213; P:GO:0055114
plot1_0000114222_3	P:GO:0009987
plot30_0000000188_77	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000298501_2	C:GO:0016020
plot36_0000033220_5	P:GO:0006801; F:GO:0016491
plot30_0000424696_2	F:GO:0016787
plot1_0000511217_2	F:GO:0016787
plot30_0000057328_2	C:GO:0016020; C:GO:0016021
plot36_0000001579_21	F:GO:0004792
plot1_0000046951_7	
plot1_0000002342_29	
plot36_0000068941_4	
plot1_0000408045_1	F:GO:0016787
plot1_0000013273_10	F:GO:0004497; P:GO:0055114
plot1_0000026607_8	P:GO:0006865
plot1_0000016905_8	F:GO:0003674; C:GO:0005575; P:GO:0008150
plot6_0000054204_4	F:GO:0005507
plot1_0000074681_4	C:GO:0016020; F:GO:0046872
plot6_0000068987_2	C:GO:0016020; C:GO:0016021; F:GO:0016603; P:GO:0017186
plot1_0000003140_14	
plot1_0000569220_3	F:GO:0004784; F:GO:0016151; P:GO:0019430
plot1_0000458491_3	
plot30_0000371034_2	
plot1_0000067447_2	
plot1_0000102162_4	P:GO:0006355; C:GO:0016020; C:GO:0016021
plot6_0000073105_5	
plot30_0000000495_21	F:GO:0004124; P:GO:0006535
plot30_0000287692_1	
plot30_0000588658_1	F:GO:0016787
plot1_0000026157_10	F:GO:0022857; C:GO:0043190; P:GO:0055085
plot6_0000138677_1	F:GO:0003995; F:GO:0004085; F:GO:0043958; F:GO:0050660; P:GO:0055114
plot1_0000041733_8	P:GO:0008643
plot1_0000524548_1	
plot30_0000371850_2	
plot30_0000104180_6	
plot36_0000139610_1	F:GO:0051213; P:GO:0055114
plot1_0000120617_2	
plot1_0000556896_4	
plot30_0000353091_4	F:GO:0016614; F:GO:0050660; P:GO:0055114
plot30_0000079258_2	
plot6_0000275544_2	F:GO:0004328
plot30_0000005542_3	F:GO:0016491; F:GO:0016787; P:GO:0055114
plot6_0000000228_12	P:GO:0050896
plot30_0000142866_3	
plot1_0000080133_3	
plot1_0000030545_6	F:GO:0033961
plot1_0000003861_17	
plot36_0000468371_1	
plot30_0000058015_9	
plot36_0000130162_4	
plot1_0000253661_2	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000048750_10	P:GO:0006865
plot36_0000069616_4	P:GO:0006725; F:GO:0008198; F:GO:0016491; P:GO:0055114
plot1_0000543063_1	
plot1_0000059024_5	C:GO:0042597; F:GO:0046872; P:GO:0055085
plot1_0000469126_1	C:GO:0016020
plot30_0000241691_3	F:GO:0016787
plot1_0000150107_2	F:GO:0016787
plot1_0000674836_1	F:GO:0016788
plot1_0000075960_7	F:GO:0016853
plot30_0000076799_6	F:GO:0004474; P:GO:0006097
plot30_0000292058_1	
plot30_0000571959_1	F:GO:0016491; P:GO:0055114
plot36_0000250023_3	
plot6_0000174427_2	C:GO:0016020; C:GO:0016021
plot30_0000030183_13	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0030246; F:GO:0046872
plot1_0000166325_2	
plot6_0000002937_2	F:GO:0003824; P:GO:0009058
plot1_0000611078_1	C:GO:0016020
plot30_0000500263_2	
plot30_0000024477_6	F:GO:0016491; P:GO:0055114
plot30_0000119571_3	F:GO:0004160; P:GO:0009097; P:GO:0009099; F:GO:0046872; F:GO:0051539
plot1_0000626782_1	F:GO:0003824
plot6_0000253663_3	
plot1_0000174547_3	F:GO:0016787
plot36_0000218841_2	
plot6_0000116144_2	C:GO:0043190; P:GO:0055085
plot30_0000380539_1	F:GO:0016787
plot1_0000144836_2	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114
plot36_0000084854_4	C:GO:0016020
plot36_0000187561_2	F:GO:0016811
plot1_0000115133_2	F:GO:0016787; F:GO:0016831
plot1_0000000169_52	F:GO:0003993; P:GO:0016311; F:GO:0046872
plot1_0000170789_4	F:GO:0016853; F:GO:0050385
plot1_0000002875_31	C:GO:0016020; C:GO:0016021
plot30_0000135684_3	C:GO:0043190; P:GO:0055085
plot1_0000072678_7	F:GO:0004497; P:GO:0055114
plot30_0000073474_1	
plot36_0000222343_2	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537
plot1_0000105537_4	
plot1_0000002410_28	
plot36_0000370126_2	F:GO:0042301
plot30_0000001150_4	F:GO:0030246
plot30_0000108225_5	P:GO:0006464
plot1_0000033877_3	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000054262_1	F:GO:0016810
plot30_0000054484_1	F:GO:0003677; F:GO:0016788
plot30_0000300859_3	F:GO:0015267; C:GO:0016021; P:GO:0055085
plot1_0000054471_4	F:GO:0004462; F:GO:0046872; F:GO:0051213; P:GO:0055114
plot1_0000007672_6	P:GO:0005975; F:GO:0016853; P:GO:0044283; P:GO:1901576
plot1_0000001397_27	
plot6_0000199876_2	F:GO:0016491; P:GO:0055114
plot1_0000210733_3	
plot1_0000087402_6	F:GO:0005524
plot36_0000013048_3	
plot30_0000012594_9	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114
plot36_0000157728_2	F:GO:0004553; F:GO:0004563; P:GO:0005975; C:GO:0016020; C:GO:0016021; F:GO:0030246
plot36_0000049026_4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000182961_1	P:GO:0006810; C:GO:0016021
plot30_0000134970_3	P:GO:0008643
plot6_0000141895_3	
plot30_0000617798_1	
plot1_0000317131_3	F:GO:0005507; F:GO:0018492; F:GO:0030151; F:GO:0043885; P:GO:0055114
plot1_0000002999_28	F:GO:0052934
plot30_0000345177_4	F:GO:0051213; P:GO:0055114
plot30_0000043870_8	F:GO:0016787
plot1_0000360147_2	
plot1_0000001619_23	F:GO:0030246
plot30_0000194388_2	P:GO:0006865
plot36_0000044969_4	
plot30_0000473149_1	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000000528_51	
plot36_0000227599_1	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085
plot1_0000391722_1	F:GO:0005524
plot30_0000121035_1	F:GO:0003824
plot1_0000430520_1	C:GO:0043190; P:GO:0055085
plot30_0000033522_5	P:GO:0006810; C:GO:0044464
plot1_0000091010_6	
plot36_0000040347_6	F:GO:0005509; C:GO:0016020; F:GO:0052935; F:GO:0052936; P:GO:0055114
plot36_0000000032_16	
plot30_0000089650_4	F:GO:0003677
plot1_0000045616_4	
plot30_0000363769_1	C:GO:0016020
plot6_0000013811_7	F:GO:0016787
plot1_0000413940_2	F:GO:0016491; P:GO:0055114
plot36_0000007166_5	P:GO:0005975; F:GO:0016853; P:GO:0044283; P:GO:1901576
plot6_0000058027_1	C:GO:0043190; P:GO:0055085
plot36_0000113523_2	F:GO:0016491; P:GO:0055114
plot6_0000265714_1	C:GO:0016020; C:GO:0016021
plot1_0000006104_14	
plot30_0000480117_1	
plot36_0000108657_4	F:GO:0008198; P:GO:0019439; F:GO:0051213; P:GO:0055114
plot36_0000036029_6	
plot30_0000042789_8	F:GO:0008198; P:GO:0019439; F:GO:0051213; P:GO:0055114
plot30_0000208322_4	C:GO:0016020
plot36_0000031147_7	C:GO:0016021; F:GO:0030246
plot30_0000080982_2	P:GO:0017038; C:GO:0042597
plot30_0000512146_2	C:GO:0016020
plot1_0000380767_4	
plot36_0000031879_7	
plot1_0000652942_1	
plot30_0000130768_6	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000001907_3	P:GO:0006464
plot1_0000171398_2	P:GO:0006464
plot30_0000448629_1	
plot30_0000421737_1	F:GO:0016787
plot36_0000003477_1	F:GO:0030246
plot30_0000378832_2	
plot1_0000002079_28	F:GO:0008800; F:GO:0016787
plot30_0000570234_2	C:GO:0005886
plot1_0000072901_6	F:GO:0016787
plot30_0000304866_2	
plot1_0000168382_1	F:GO:0016614; F:GO:0050660; P:GO:0055114
plot1_0000381691_2	F:GO:0003984; F:GO:0030976
plot30_0000543128_2	P:GO:0006541; F:GO:0016740
plot1_0000157320_4	
plot1_0000534083_2	
plot36_0000020522_2	P:GO:0006865
plot30_0000195470_5	
plot30_0000164012_3	
plot36_0000069723_3	
plot30_0000009385_8	
plot36_0000048371_2	F:GO:0004751; P:GO:0005975; P:GO:0006098; F:GO:0016787
plot30_0000073980_5	C:GO:0030288; P:GO:0071468
plot1_0000081389_4	
plot1_0000181898_2	P:GO:0008643
plot36_0000086153_5	F:GO:0016491; P:GO:0055114
plot6_0000042431_1	C:GO:0016021
plot30_0000026931_6	F:GO:0016787
plot30_0000115352_2	C:GO:0043190; P:GO:0055085
plot30_0000155030_1	F:GO:0016614; F:GO:0050660; P:GO:0055114
plot1_0000024572_2	F:GO:0016787
plot1_0000211106_4	
plot6_0000130222_2	
plot1_0000240630_2	
plot30_0000172699_3	F:GO:0003824
plot6_0000254841_2	P:GO:0006464
plot36_0000494407_1	
plot30_0000057264_2	F:GO:0003824
plot1_0000114078_4	C:GO:0005886
plot1_0000167527_5	
plot30_0000104679_4	F:GO:0004252; P:GO:0006508; C:GO:0016021
plot1_0000162807_5	F:GO:0051213; P:GO:0055114
plot30_0000055609_1	
plot30_0000072782_7	
plot30_0000372696_4	F:GO:0016787
plot1_0000249315_4	P:GO:0005975; P:GO:0006098; F:GO:0017057
plot30_0000189729_2	C:GO:0016021
plot30_0000109058_2	F:GO:0004601; F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869
plot1_0000200486_1	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000294455_2	C:GO:0043190; P:GO:0055085
plot30_0000117749_2	F:GO:0004497; P:GO:0055114
plot30_0000065761_2	P:GO:0006865
plot36_0000347929_3	
plot36_0000389454_1	C:GO:0043190; P:GO:0055085
plot6_0000018455_3	
plot1_0000036746_11	F:GO:0005509; P:GO:0007156; C:GO:0016020
plot1_0000008487_7	P:GO:0006865
plot6_0000041592_3	C:GO:0016021; C:GO:0042597; F:GO:0046872; P:GO:0055085
plot1_0000160191_4	
plot1_0000672466_1	F:GO:0003824
plot36_0000234232_1	
plot36_0000111375_4	P:GO:0055085
plot6_0000003192_5	P:GO:0055085
plot1_0000063262_3	P:GO:0055085
plot30_0000064564_4	P:GO:0055085
plot1_0000496649_3	
plot30_0000559492_2	F:GO:0005509; F:GO:0009055; C:GO:0016020; F:GO:0016614; F:GO:0020037; P:GO:0022900
plot1_0000020054_1	F:GO:0003824; F:GO:0016788
plot1_0000605793_1	F:GO:0016787
plot1_0000169551_5	
plot1_0000000680_51	
plot1_0000044152_7	F:GO:0003824; F:GO:0005488
plot1_0000003616_9	
plot1_0000078598_4	C:GO:0043190; P:GO:0055085
plot6_0000032518_5	C:GO:0016020; C:GO:0016021
plot36_0000112123_1	C:GO:0016020; C:GO:0016021
plot30_0000224200_3	
plot1_0000055104_3	C:GO:0043190; P:GO:0055085
plot1_0000326183_2	
plot6_0000093867_3	
plot6_0000040483_3	F:GO:0016810
plot1_0000153245_3	F:GO:0016787
plot6_0000145871_2	F:GO:0016491
plot1_0000041234_7	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot36_0000002665_6	
plot30_0000009559_9	C:GO:0043190; P:GO:0055085
plot6_0000233045_1	
plot6_0000176207_2	F:GO:0016811
plot30_0000003688_23	F:GO:0016810
plot6_0000050382_5	
plot36_0000147239_4	C:GO:0030288; P:GO:0055085
plot1_0000706799_3	C:GO:0016020
plot30_0000094697_2	P:GO:0006865
plot1_0000000884_17	
plot36_0000467948_3	F:GO:0004784; F:GO:0016151; P:GO:0019430
plot30_0000392064_1	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098
plot30_0000310677_2	F:GO:0008168; P:GO:0032259
plot36_0000117284_3	C:GO:0016021
plot1_0000255738_1	C:GO:0016021
plot1_0000043924_8	F:GO:0004316; F:GO:0047936; P:GO:0055114; F:GO:0102131; F:GO:0102132
plot1_0000301471_4	C:GO:0016021
plot30_0000011582_6	
plot1_0000072777_2	F:GO:0015407; P:GO:0015749; F:GO:0016787
plot36_0000226150_2	C:GO:0005886
plot36_0000025267_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000034278_10	F:GO:0016787
plot1_0000538543_2	
plot30_0000265214_5	F:GO:0016788
plot1_0000668004_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000044126_2	F:GO:0004061; P:GO:0019441
plot30_0000139970_2	
plot30_0000058474_1	F:GO:0016740
plot1_0000617347_2	
plot36_0000356004_1	
plot1_0000088874_1	
plot30_0000009575_3	C:GO:0043190; P:GO:0055085
plot36_0000224558_1	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114
plot1_0000193211_1	F:GO:0016787
plot30_0000141006_5	
plot1_0000631699_1	C:GO:0016020
plot1_0000000110_96	C:GO:0016020
plot1_0000159361_2	F:GO:0004222; P:GO:0006508; F:GO:0008237; F:GO:0008270; C:GO:0016020; C:GO:0016021; C:GO:0031012
plot30_0000009836_16	P:GO:0006817; C:GO:0016021
plot1_0000005007_13	
plot1_0000131727_4	F:GO:0016787
plot1_0000063860_4	
plot36_0000151682_2	F:GO:0008484
plot36_0000152872_2	C:GO:0043190; P:GO:0055085
plot30_0000043470_2	C:GO:0043190; P:GO:0055085
plot36_0000034286_4	P:GO:0006865
plot1_0000496503_2	F:GO:0016740
plot36_0000041843_5	
plot30_0000653495_1	F:GO:0016491; F:GO:0051536; P:GO:0055114
plot1_0000345485_3	F:GO:0016787
plot30_0000001124_10	P:GO:0007155; C:GO:0009289; C:GO:0016021
plot1_0000170654_5	
plot1_0000685187_4	
plot36_0000099635_2	
plot1_0000365894_3	
plot1_0000001202_18	F:GO:0005507; F:GO:0016491; P:GO:0055114
plot30_0000093183_7	
plot30_0000009367_17	
plot1_0000365972_2	
plot36_0000281845_3	F:GO:0030246
plot1_0000604183_2	C:GO:0043190; P:GO:0055085
plot6_0000170204_1	P:GO:0008643
plot6_0000000316_3	C:GO:0016021; F:GO:0030246
plot30_0000068384_6	F:GO:0003674; C:GO:0005575; P:GO:0008150; P:GO:0030638
plot1_0000048188_9	F:GO:0051213; P:GO:0055114
plot30_0000033223_10	
plot30_0000207028_3	F:GO:0016301; P:GO:0016310
plot1_0000080049_2	C:GO:0016020; C:GO:0016021
plot1_0000003710_5	
plot30_0000672329_1	C:GO:0016021
plot30_0000033149_6	
plot1_0000203302_3	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot1_0000030056_7	
plot1_0000603440_2	F:GO:0016491; F:GO:0050235; P:GO:0055114
plot6_0000094743_4	
plot1_0000660382_2	C:GO:0043190; P:GO:0055085
plot30_0000009669_13	
plot1_0000069424_4	C:GO:0016021
plot6_0000025514_6	C:GO:0042597; F:GO:0046872; P:GO:0055085
plot6_0000002775_14	C:GO:0016020
plot1_0000520355_2	C:GO:0043190; P:GO:0055085
plot1_0000122226_2	
plot30_0000011303_14	
plot1_0000040409_8	P:GO:0006865
plot1_0000408603_3	C:GO:0043190; P:GO:0055085
plot30_0000423595_3	C:GO:0016020; C:GO:0016021; F:GO:0042301
plot36_0000151444_3	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot30_0000420022_1	F:GO:0000287; F:GO:0003824; F:GO:0030976
plot30_0000605292_1	C:GO:0016020; C:GO:0016021
plot30_0000134010_1	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000001984_15	F:GO:0005507; F:GO:0016491; P:GO:0055114
plot30_0000023181_1	F:GO:0016787
plot30_0000007370_12	P:GO:0008643
plot1_0000413534_2	F:GO:0016491; P:GO:0055114
plot30_0000209757_2	
plot1_0000342845_3	C:GO:0043190; P:GO:0055085
plot6_0000200513_3	
plot1_0000040309_6	P:GO:0006865
plot1_0000010918_10	C:GO:0016020
plot36_0000091200_3	F:GO:0008484
plot30_0000153756_1	C:GO:0043190; P:GO:0055085
plot6_0000177399_4	F:GO:0004328
plot1_0000324856_3	
plot1_0000286049_2	
plot6_0000273797_3	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot30_0000313968_3	C:GO:0016021
plot30_0000150068_6	
plot30_0000169324_2	F:GO:0016787
plot30_0000026885_4	
plot30_0000036311_5	
plot30_0000107245_6	C:GO:0016021
plot6_0000283114_2	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000022035_4	F:GO:0016787; F:GO:0016853
plot1_0000056561_5	
plot36_0000164918_2	
plot6_0000014276_1	C:GO:0043190; P:GO:0055085
plot30_0000065427_1	F:GO:0005488; P:GO:0050896
plot36_0000135439_4	F:GO:0016787
plot36_0000156940_3	F:GO:0016787
plot36_0000451709_2	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot36_0000000640_16	F:GO:0003824
plot6_0000207948_3	
plot1_0000159883_1	F:GO:0003824; C:GO:0016020; P:GO:0044237
plot36_0000031462_7	
plot36_0000044764_3	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000029012_4	
plot30_0000237930_3	
plot30_0000088502_6	
plot30_0000630896_2	F:GO:0045735
plot1_0000000113_103	
plot1_0000023438_7	
plot30_0000074916_6	
plot1_0000335718_1	F:GO:0016614
plot30_0000016956_2	
plot36_0000070391_5	P:GO:0008643
plot36_0000166904_2	
plot1_0000053958_9	
plot1_0000626294_2	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000253087_2	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021
plot36_0000054563_4	F:GO:0016811
plot1_0000218175_1	F:GO:0004462; F:GO:0046872
plot1_0000253738_2	F:GO:0018786
plot1_0000091227_5	F:GO:0004462; F:GO:0046872
plot1_0000605183_1	
plot36_0000389869_3	
plot36_0000362136_1	
plot1_0000102415_4	
plot30_0000476527_1	F:GO:0016810
plot1_0000054977_5	F:GO:0016787
plot1_0000325445_2	
plot30_0000000631_38	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000087405_1	F:GO:0030246
plot6_0000035600_1	F:GO:0016787
plot1_0000058436_6	
plot1_0000012238_14	
plot36_0000092351_4	
plot30_0000310940_2	
plot1_0000025065_7	C:GO:0016020; C:GO:0016021
plot30_0000020418_5	F:GO:0016787
plot30_0000380416_3	
plot36_0000167757_2	
plot30_0000055123_5	
plot1_0000100442_2	F:GO:0003858; P:GO:0055114
plot1_0000711351_2	F:GO:0016787
plot1_0000263835_2	F:GO:0003824
plot36_0000031962_4	F:GO:0000287; F:GO:0004478; F:GO:0005524; C:GO:0005737; P:GO:0006556; P:GO:0006730
plot1_0000067300_5	F:GO:0042301
plot30_0000103625_3	
plot1_0000024020_6	
plot36_0000401825_2	
plot1_0000137683_5	C:GO:0016020
plot36_0000041652_1	F:GO:0005488; P:GO:0050896
plot1_0000524088_1	P:GO:0006865
plot1_0000009383_7	
plot1_0000468498_3	P:GO:0008643
plot1_0000042028_2	P:GO:0006865
plot1_0000525481_2	P:GO:0006865
plot36_0000046383_6	
plot1_0000147465_3	C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0055114
plot1_0000192647_4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114
plot6_0000006587_10	F:GO:0004151; F:GO:0008121; F:GO:0019213; P:GO:0022900; F:GO:0046872
plot30_0000694117_1	F:GO:0003824; C:GO:0016020
plot1_0000015281_4	F:GO:0016823
plot1_0000190774_4	F:GO:0016823
plot1_0000000451_3	
plot30_0000013973_8	P:GO:0005975; F:GO:0016853
plot1_0000023328_7	F:GO:0016787
plot1_0000035210_3	C:GO:0016021
plot30_0000039923_9	F:GO:0004341
plot1_0000036249_7	F:GO:0016829; F:GO:0051213; P:GO:0055114
plot36_0000178106_3	F:GO:0016787
plot1_0000056982_7	
plot30_0000020270_12	C:GO:0030288; P:GO:0055085
plot1_0000138800_2	
plot1_0000450588_3	F:GO:0004061; P:GO:0019441
plot1_0000629964_1	F:GO:0052934
plot6_0000059222_3	F:GO:0005488
plot6_0000021444_2	F:GO:0004792
plot30_0000027685_7	
plot1_0000215154_3	C:GO:0043190; P:GO:0055085
plot30_0000023152_4	
plot1_0000202397_4	F:GO:0016787; F:GO:0017057
plot1_0000498829_3	P:GO:0008643
plot36_0000039496_6	
plot6_0000295524_2	C:GO:0043190; P:GO:0055085
plot1_0000024065_3	F:GO:0016491; P:GO:0055114
plot30_0000458029_1	
plot30_0000255748_3	
plot1_0000068302_2	F:GO:0008168; F:GO:0016740; P:GO:0032259
plot6_0000155731_2	F:GO:0016787
plot1_0000318889_3	P:GO:0009228
plot1_0000314168_2	C:GO:0043190; P:GO:0055085
plot1_0000108604_1	F:GO:0016787
plot36_0000000016_65	F:GO:0004130; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869
plot36_0000395734_3	
plot1_0000082026_5	P:GO:0008643
plot1_0000160268_1	
plot1_0000090476_2	F:GO:0008168; P:GO:0032259
plot1_0000001972_15	
plot1_0000249572_2	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114
plot1_0000222153_4	F:GO:0008270; F:GO:0008800; P:GO:0017001
plot30_0000015554_3	F:GO:0004151; F:GO:0008121; F:GO:0019213; P:GO:0022900; F:GO:0046872
plot1_0000000008_195	F:GO:0016787
plot36_0000005230_3	F:GO:0016787
plot36_0000013140_10	F:GO:0008806
plot1_0000373248_3	
plot30_0000417462_1	F:GO:0003824
plot30_0000031409_7	F:GO:0004341; F:GO:0016787
plot30_0000188090_2	
plot1_0000096258_4	F:GO:0051213; P:GO:0055114
