SeqName	Description	GO IDs	Enzyme Codes
AVH60845.1	ABC transporter substrate-binding protein	P:GO:0006865	
AUZ86798.1	adenosylhomocysteinase	F:GO:0004013; C:GO:0005737; P:GO:0006730; P:GO:0019510; F:GO:0051287	EC:3.3.1.1
AUT75981.1	cytochrome P460	C:GO:0016021	
AUT64279.1	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
AUD00255.1	carbon-monoxide dehydrogenase large subunit	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
AUC97883.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
AUC95531.1	alpha/beta hydrolase	F:GO:0016787	
AUC94199.1	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
AUC93404.1	C4-dicarboxylate ABC transporter	P:GO:0055085	
AUB35079.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270	EC:4.2.1.1
ATW52123.1	glucose-6-phosphate dehydrogenase	F:GO:0004345; P:GO:0006006; P:GO:0006098; F:GO:0050661; P:GO:0055114	EC:1.1.1.49
ATU65298.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016746; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
ATQ70719.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0016491; P:GO:0055114	
ATQ68829.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
ATQ67128.1	right-handed parallel beta-helix repeat-containing protein	F:GO:0016829	
ATN33186.1	dienelactone hydrolase family protein	C:GO:0016021; F:GO:0016787	
ATE53375.1	VOC family protein	F:GO:0051213; P:GO:0055114	
ATD10683.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
ATD10682.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
ATD10668.1	carbon monoxide dehydrogenase	C:GO:0016021; F:GO:0016491; P:GO:0055114	
ASY01949.1	carboxypeptidase regulatory-like domain-containing protein	C:GO:0016021; F:GO:0030246	
ASL29027.1	multidrug MFS transporter	F:GO:0033961	EC:3.3.2.9
ARF57523.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
ARA84750.1	multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase/5'-nucleotidase	F:GO:0000166; F:GO:0008253; F:GO:0008254; F:GO:0008663; P:GO:0009166; C:GO:0016021; P:GO:0016311; F:GO:0046872	EC:3.1.4.16; EC:3.1.3.6; EC:3.1.3.5; EC:3.1.3.31
AQZ64253.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
AQZ61155.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
AQV99156.1	amidohydrolase	F:GO:0016787	
AQT93792.1	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
APV35977.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
APR96520.1	ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016021	
APR93963.1	glycerol-3-phosphate ABC transporter substrate-binding protein	P:GO:0055085	
APR93684.1	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
APR78183.1	Hypothetical protein A7982_03530	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
APO56467.1	GMC family oxidoreductase	F:GO:0016614; F:GO:0050660; P:GO:0055114	
APO56045.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0008643	
APO55866.1	1,4-butanediol diacrylate esterase	F:GO:0016787	
APO54610.1	ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0042886; F:GO:1904680	
APO54204.1	twin-arginine translocation signal domain-containing protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
APO53974.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
APO53503.1	C4-dicarboxylate ABC transporter	P:GO:0015740; P:GO:0055085	
APO52169.1	alcohol dehydrogenase	F:GO:0018468; P:GO:0055114	EC:1.1.99.8
APO51796.1	CHRD domain-containing protein	F:GO:0016301; P:GO:0016310	
APO51329.1	ABC transporter ATP-binding protein	F:GO:0005524	
APO48904.1	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
APL96110.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; F:GO:0009055; C:GO:0016020; F:GO:0016614; F:GO:0020037; P:GO:0022900	
API60589.1	class I SAM-dependent methyltransferase	F:GO:0016740	
AOR30264.1	carbon-monoxide dehydrogenase large subunit	F:GO:0016491; P:GO:0055114	
AOJ81099.1	acid phosphatase	F:GO:0003993; P:GO:0016311; F:GO:0034480	EC:3.1.4.3; EC:3.1.3.2
AOJ28392.1	glutathione ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
ANT51586.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
ANT51165.1	acid phosphatase	F:GO:0003993; P:GO:0016311	EC:3.1.3.2
ANQ85500.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
ANI79757.1	acetyl-CoA C-acyltransferase	F:GO:0003985	EC:2.3.1.16; EC:2.3.1.9
ANH66601.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016020; F:GO:0016491; P:GO:0055114	
ANE80292.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
AND70720.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
ANB19027.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0016491; P:GO:0055114	
AMY12063.1	TonB-dependent receptor	F:GO:0030246	
AMY11584.1	pili assembly chaperone	C:GO:0016021	
AMV47521.1	alpha/beta hydrolase	F:GO:0016787	
AMV42971.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
AMV36099.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
AMV28078.1	catalase family peroxidase	F:GO:0004096; P:GO:0006979; F:GO:0020037; F:GO:0046872; P:GO:0055114; P:GO:0098869	EC:1.11.1.7; EC:1.11.1.6
AMV23941.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
AMV22880.1	cytochrome B6	F:GO:0004130; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869	EC:1.11.1.5; EC:1.11.1.7
AMV22472.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
AMS43647.1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
AMS40201.1	acetate--CoA ligase	F:GO:0003987; F:GO:0005524; F:GO:0016208; P:GO:0019427; F:GO:0046872	EC:6.2.1.1
AMO36313.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
AMO24970.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
AMO24479.1	extracellular solute-binding protein	P:GO:0008643	
AMO22521.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270; F:GO:0016787	EC:4.2.1.1
AMM83216.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
AMK59611.1	cytochrome B6	F:GO:0004601; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869	EC:1.11.1.7
AMH39162.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
AMH39155.1	carbon monoxide dehydrogenase	F:GO:0004854; P:GO:0055114	EC:1.17.1; EC:1.17.1.4
AMH39106.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH39105.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH39071.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH39055.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH39053.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH39039.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH39004.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMH38982.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AMC36171.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
ALS91913.1	cytochrome C-binding protein	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
ALS91209.1	amidohydrolase, partial	F:GO:0016810	
ALS90795.1	bilirubin oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
ALS22688.1	LLM class flavin-dependent oxidoreductase	F:GO:0019113; P:GO:0055114	EC:1.14.13
ALQ51479.1	Uncharacterised protein	C:GO:0016021	
ALN79528.1	cysteine synthase A	F:GO:0004124; P:GO:0006535	EC:2.5.1.47
ALM51386.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
ALH24854.1	lipolytic enzyme	F:GO:0016787	
AKU22374.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
AKT42207.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
AKS34004.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.8
AKS31475.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
AKS31077.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
AKG75256.1	glycosyltransferase	F:GO:0016740	
AJZ73156.1	lipolytic enzyme	F:GO:0004806; F:GO:0080030	EC:3.1.1.1; EC:3.1.1.3
AJU48242.1	Ddi1p	F:GO:0000149; F:GO:0004190; C:GO:0005737; C:GO:0005886; P:GO:0009306; F:GO:0043130; P:GO:0043328	EC:3.4.23
AJR23272.1	EstA family serine hydrolase	F:GO:0016787	
AJP71232.1	acetyl-CoA C-acyltransferase	F:GO:0003988	EC:2.3.1.16
AJP58500.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
AJP48288.1	haloalkane dehalogenase	F:GO:0018786	EC:3.8.1.5
AJP47555.1	ABC transporter substrate-binding protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
AJE22799.1	asparaginase	F:GO:0004067; P:GO:0006528	EC:3.5.1.1
AJA08962.1	peptidase M13	F:GO:0004222; P:GO:0006508	EC:3.4.24
AIS02051.1	tetratricopeptide repeat protein	F:GO:0016740	
AID29308.1	amino acid ABC transporter substrate-bindnig protein	C:GO:0016021	
AIB16345.1	ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
AIB13497.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
AIA18871.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
AIA11657.1	VOC family virulence protein	F:GO:0003824	
AHY18882.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
AHY18838.1	carbon-monoxide dehydrogenase large subunit	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
AHY18771.1	large subunit carbon monoxide dehydrogenase	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
AHM25743.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
AHL76483.1	dienelactone hydrolase family protein	F:GO:0008806; C:GO:0016021	EC:3.1.1.45; EC:3.1.1.1
AHG92530.1	heme peroxidase	F:GO:0004601; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
AHG87854.1	carboxypeptidase regulatory-like domain-containing protein	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0030246	
AFY86825.1	DNA protection protein DPS	C:GO:0005623; P:GO:0006879; F:GO:0008199	
AFQ49889.1	epoxide hydrolase	F:GO:0004301; F:GO:0033961	EC:3.3.2.9; EC:3.3.2.10
AFE58477.1	extracellular solute-binding protein	P:GO:0008643	
AEN99788.1	cellobiohydrolase I	F:GO:0004553; P:GO:0030245	
AEK63638.1	Acyl-CoA dehydrogenase	F:GO:0016627; F:GO:0050660; P:GO:0055114	
AEK63472.1	alkaline phosphatase	F:GO:0003993; F:GO:0004528; P:GO:0016311; F:GO:0046872; P:GO:0090305	EC:3.1.3.2; EC:3.1.4.1
AEG94109.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0008643; P:GO:0055085	
AEG92944.1	ABC transporter substrate-binding protein	P:GO:0006865	
ADZ69445.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; P:GO:0055114	EC:1.1.99.8
ADV84208.1	glycoside hydrolase family 2	F:GO:0004553; P:GO:0005975	
ADV67374.1	ABC transporter substrate-binding protein	P:GO:0008643	
ADO49395.1	amino acid ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0030288	
ADH90957.1	extracellular solute-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
ADH87844.1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
ADG85111.1	hydrogenase	F:GO:0016151	
ADG85061.1	hydrogenase	F:GO:0016151	
ACY24632.1	copper-containing nitrite reductase	F:GO:0005507; P:GO:0006807; F:GO:0009055; P:GO:0022900; F:GO:0050421	EC:1.7.2.1
ACY24533.1	copper-containing nitrite reductase	F:GO:0005507; P:GO:0006807; F:GO:0009055; P:GO:0022900; F:GO:0050421	EC:1.7.2.1
ACH48122.1	large subunit carbon monoxide dehydrogenase	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
ACB61513.1	peptide ABC transporter substrate-binding protein	F:GO:0008707; P:GO:0016311; C:GO:0043190; P:GO:0055085	EC:3.1.3.26
3FAK	alpha/beta hydrolase	F:GO:0016787	
XP_026605052.1	malate dehydrogenase mitochondrial precursor	P:GO:0001300; P:GO:0001302; F:GO:0003729; C:GO:0005576; C:GO:0005759; P:GO:0005975; P:GO:0006099; P:GO:0006108; C:GO:0016021; F:GO:0030060	EC:1.1.1.37
XP_026601958.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; C:GO:0005576; C:GO:0005634; C:GO:0005739; F:GO:0016018; P:GO:0042026; F:GO:0051082	EC:5.2.1.8
SPF55028.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
SPF51497.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
SPF50388.1	alpha/beta hydrolase	F:GO:0016691; F:GO:0016787; P:GO:0055114; P:GO:0098869	EC:1.11.1.10; EC:1.11.1.7
SPF33732.1	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
SPF32038.1	acido-empty-quinoprotein group A	C:GO:0030288; P:GO:0055114	
SPF01581.1	carbohydrate-binding protein	F:GO:0030246; F:GO:0047489	EC:4.2.2.9
SPE61480.1	O-acetylhomoserine aminocarboxypropyltransferase	F:GO:0003961; F:GO:0004124; F:GO:0016829; P:GO:0019344; F:GO:0030170; P:GO:0071266	EC:2.5.1.49; EC:2.5.1.47
SPE58806.1	PA14 domain protein	F:GO:0005488	
SPE55177.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
SPE45257.1	oligopeptidase B	F:GO:0004252; P:GO:0006508; F:GO:0070008	EC:3.4.21
SPE44509.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457; C:GO:0016021	EC:5.2.1.8
SPE43516.1	GMC family oxidoreductase	F:GO:0016614; F:GO:0050660; P:GO:0055114	
SPE35034.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096; C:GO:0016021	EC:5.3.1.9
SPE33056.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
SPE28909.1	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
SPE28897.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
SPE26505.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
SLM04256.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430	EC:1.15.1.1
SLM01754.1	exo-alpha-sialidase	F:GO:0005509; C:GO:0016020	
SIP63078.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
SIP63066.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
SCU74018.1	putative Peroxidase; ANTIOXIDANT OXIDOREDUCTASE	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
SCM77629.1	sugar ABC transporter substrate-binding protein	F:GO:0015407; P:GO:0015749	EC:3.6.1.3; EC:3.6.1.15; EC:3.6.3.17
SCM76311.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
SCM70533.1	BMP family ABC transporter substrate-binding protein	F:GO:0003677; C:GO:0005886	
SBW08927.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
SAL82934.1	Fructose-bisphosphate aldolase class 1	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
SAL70605.1	phosphoketolase family protein	P:GO:0005975; F:GO:0016832	
SAL66736.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
SAL59609.1	VOC family protein	F:GO:0016829; F:GO:0051213; P:GO:0055114	
SAL56043.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
SAL21094.1	hypothetical protein AWB67_00723	P:GO:0006508; F:GO:0008237	
SAL20650.1	autoinducer 2 ABC transporter substrate-binding protein	C:GO:0043190	
SAK94738.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
SAK87195.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
RMB48311.1	phospholipase	F:GO:0034480	EC:3.1.4.3
RMA73513.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
RMA67288.1	alpha/beta hydrolase	F:GO:0016787	
RLP81114.1	dehydrogenase	F:GO:0016491; P:GO:0055114	
RLP74395.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
RLP24656.1	sorbosone dehydrogenase	F:GO:0003824	
RLP24515.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
RLP22514.1	ribose ABC transporter substrate-binding protein	P:GO:0008643	
RLO22065.1	Microcystin-dependent protein	F:GO:0003674; C:GO:0005575; P:GO:0008150	
RLL68478.1	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
RLK87682.1	gluconolactonase	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
RLK45082.1	epoxide hydrolase	F:GO:0004301; F:GO:0033961	EC:3.3.2.9; EC:3.3.2.10
RLJ78117.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RKT22461.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
RKT13909.1	cupin domain-containing protein	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0051213; P:GO:0055114	
RKR46738.1	ribose-5-phosphate isomerase	F:GO:0004751; P:GO:0005975	EC:5.3.1.6
RKR45727.1	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
RKQ65789.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
RKQ65490.1	PQQ-dependent sugar dehydrogenase	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
RKQ62887.1	alpha/beta hydrolase	F:GO:0016787	
RKQ38067.1	LysR family transcriptional regulator	F:GO:0003677; F:GO:0003700; P:GO:0006355	
RKP53677.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
RKP48661.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RKM65310.1	epoxide hydrolase	F:GO:0004301; F:GO:0033961	EC:3.3.2.9; EC:3.3.2.10
RKI13979.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RKH87954.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RKE74329.1	formate dehydrogenase	C:GO:0016021; F:GO:0016491; F:GO:0043546; F:GO:0046872; F:GO:0051539; P:GO:0055114	
RKE74013.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
RKE73516.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RKE73511.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
RKE73222.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
RKE72792.1	carboxypeptidase regulatory-like domain-containing protein	F:GO:0030246	
RKE71047.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
RKE70929.1	TRAP transporter substrate-binding protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
RKE69585.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
RKE67406.1	sorbosone dehydrogenase	F:GO:0003824	
RKE65999.1	Tol-Pal system protein TolB	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301	
RKE50787.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
RKE46444.1	triose-phosphate isomerase	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.1
RKE45129.1	alpha/beta hydrolase	F:GO:0004601; P:GO:0098869	EC:1.11.1.7
RKE44219.1	C4-dicarboxylate ABC transporter	P:GO:0055085	
RJQ80660.1	methane monooxygenase	F:GO:0004497; P:GO:0006725; P:GO:0055114	
RJL33962.1	peptide/nickel transport system substrate-binding protein	C:GO:0043190; P:GO:0055085	
RJL18915.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.8
RJG54129.1	myo-inositol-1-phosphate synthase	P:GO:0030638	
RJG43050.1	glucose 1-dehydrogenase	F:GO:0016491; P:GO:0055114	
RJG26862.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RJG10563.1	urea ABC transporter substrate-binding protein	P:GO:0006865	
RJG09214.1	heme peroxidase	F:GO:0004601; F:GO:0005509; C:GO:0005576; P:GO:0006979; P:GO:0009405; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
RJG01835.1	superoxide dismutase [Fe]	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RJG00701.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
RJF73197.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005829; P:GO:0006094; P:GO:0006096; F:GO:0016866; F:GO:0048029; P:GO:0051156	EC:5.3.1.9
RJE85907.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
RIY08206.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RIX75831.1	hypothetical protein	F:GO:0005509	
RIX48690.1	copper oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
RIV27659.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RIV24018.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
RIE14603.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0006817	
RIB29561.1	superoxide dismutase [Cu-Zn]	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RIA91234.1	nuclear transport factor 2	P:GO:0006913	
RIA81894.1	kelch-like protein 17	F:GO:0004672; F:GO:0005524; P:GO:0006468; F:GO:0016301; P:GO:0016310	
RIA77262.1	SGNH/GDSL hydrolase family protein	F:GO:0016788	
RIA76284.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0018492; F:GO:0043885; P:GO:0055114	EC:1.2.99.2; EC:1.2.7.4
RIA74117.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
RIA66113.1	hypothetical protein	F:GO:0003824	
RHZ99234.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
RHZ94766.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0004854; P:GO:0055114	EC:1.17.1; EC:1.17.1.4
RHZ90611.1	Tol-Pal system protein TolB	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301	
RHW25368.1	VOC family protein	F:GO:0051213; P:GO:0055114	
RFZ83986.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
RFU41952.1	xanthine dehydrogenase family protein subunit M	F:GO:0018492; P:GO:0055114; F:GO:0071949	EC:1.2.99.2
RFU38153.1	phospholipase	F:GO:0016788	
RFU37347.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
RFM27597.1	peptidase S53	F:GO:0004252; P:GO:0006508	EC:3.4.21
REK90911.1	FAD-dependent oxidoreductase	F:GO:0008860; F:GO:0050660; F:GO:0051213; P:GO:0055114	EC:1.18.1; EC:1.18.1.3
REG81590.1	aromatic ring-hydroxylating dioxygenase subunit alpha	F:GO:0005506; P:GO:0044237; F:GO:0051213; F:GO:0051537; P:GO:0055114	
REG09855.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016746; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
REE80832.1	(2Fe-2S)-binding protein	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	EC:1.3.99.16
